Seed: 3093434
Mutation Rate: 12
Resource Drain: 1
Change Date: 400
Longevity of First Organism: 20
Energy of First Organism:  10
Food of First Organism: 5

Trait Distributions:

Trait Value, Energy, Longevity, FoodCurrent Food: 5
82 , 37 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 44 , 0
93 , 0 , 0 , 0
94 , 12 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 3 , 0 , 0
2 , 0 , 0 , 0
3 , 7 , 0 , 0
4 , 9 , 0 , 0
5 , 1 , 0 , 985
6 , 11 , 0 , 0
7 , 0 , 0 , 0
8 , 5 , 83 , 0
9 , 0 , 0 , 0
10 , 30 , 0 , 0
11 , 1 , 0 , 0
12 , 1 , 0 , 0
13 , 3 , 0 , 0
14 , 2 , 0 , 0
15 , 17 , 0 , 0
16 , 10 , 0 , 0
17 , 0 , 0 , 175
18 , 6 , 0 , 0
19 , 0 , 0 , 0
20 , 0 , 230 , 0
21 , 0 , 0 , 0
22 , 229 , 0 , 0
23 , 7 , 0 , 0
24 , 0 , 0 , 0
25 , 1 , 0 , 0
26 , 0 , 0 , 0
27 , 36 , 0 , 0
28 , 3 , 0 , 0
29 , 0 , 0 , 36
30 , 17 , 0 , 0
31 , 0 , 0 , 0
32 , 2 , 277 , 0
33 , 0 , 0 , 0
34 , 268 , 0 , 0
35 , 1 , 0 , 0
36 , 0 , 0 , 0
37 , 0 , 0 , 0
38 , 0 , 0 , 0
39 , 15 , 0 , 0
40 , 5 , 0 , 0
41 , 0 , 0 , 1
42 , 2 , 0 , 0
43 , 0 , 0 , 0
44 , 1 , 252 , 0
45 , 0 , 0 , 0
46 , 324 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 3 , 0 , 0
52 , 3 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 1 , 255 , 0
57 , 0 , 0 , 0
58 , 222 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 2 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 143 , 0
69 , 0 , 0 , 0
70 , 94 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 1 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 90 , 0
81 , 0 , 0 , 0
82 , 35 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 44 , 0
93 , 0 , 0 , 0
94 , 12 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 1 , 0 , 0
2 , 1 , 0 , 0
3 , 8 , 0 , 0
4 , 8 , 0 , 0
5 , 0 , 0 , 969
6 , 10 , 0 , 0
7 , 0 , 0 , 0
8 , 5 , 81 , 0
9 , 0 , 0 , 0
10 , 34 , 0 , 0
11 , 1 , 0 , 0
12 , 1 , 0 , 0
13 , 1 , 0 , 0
14 , 1 , 0 , 0
15 , 14 , 0 , 0
16 , 9 , 0 , 0
17 , 0 , 0 , 167
18 , 5 , 0 , 0
19 , 0 , 0 , 0
20 , 0 , 216 , 0
21 , 0 , 0 , 0
22 , 221 , 0 , 0
23 , 4 , 0 , 0
24 , 0 , 0 , 0
25 , 2 , 0 , 0
26 , 0 , 0 , 0
27 , 37 , 0 , 0
28 , 3 , 0 , 0
29 , 0 , 0 , 39
30 , 17 , 0 , 0
31 , 0 , 0 , 0
32 , 2 , 285 , 0
33 , 0 , 0 , 0
34 , 256 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 0 , 0 , 0
38 , 0 , 0 , 0
39 , 17 , 0 , 0
40 , 6 , 0 , 0
41 , 0 , 0 , 2
42 , 2 , 0 , 0
43 , 0 , 0 , 0
44 , 1 , 245 , 0
45 , 0 , 0 , 0
46 , 328 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 3 , 0 , 0
52 , 3 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 1 , 251 , 0
57 , 0 , 0 , 0
58 , 223 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 2 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 141 , 0
69 , 0 , 0 , 0
70 , 94 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 1 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 91 , 0
81 , 0 , 0 , 0
82 , 33 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 46 , 0
93 , 0 , 0 , 0
94 , 13 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 2 , 0 , 0
2 , 1 , 0 , 0
3 , 6 , 0 , 0
4 , 8 , 0 , 0
5 , 1 , 0 , 958
6 , 9 , 0 , 0
7 , 0 , 0 , 0
8 , 3 , 74 , 0
9 , 0 , 0 , 0
10 , 36 , 0 , 0
11 , 1 , 0 , 0
12 , 0 , 0 , 0
13 , 1 , 0 , 0
14 , 1 , 0 , 0
15 , 12 , 0 , 0
16 , 6 , 0 , 0
17 , 0 , 0 , 163
18 , 6 , 0 , 0
19 , 0 , 0 , 0
20 , 0 , 208 , 0
21 , 0 , 0 , 0
22 , 208 , 0 , 0
23 , 3 , 0 , 0
24 , 0 , 0 , 0
25 , 2 , 0 , 0
26 , 0 , 0 , 0
27 , 33 , 0 , 0
28 , 3 , 0 , 0
29 , 0 , 0 , 39
30 , 17 , 0 , 0
31 , 0 , 0 , 0
32 , 2 , 286 , 0
33 , 0 , 0 , 0
34 , 254 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 0 , 0 , 0
38 , 0 , 0 , 0
39 , 17 , 0 , 0
40 , 5 , 0 , 0
41 , 0 , 0 , 1
42 , 2 , 0 , 0
43 , 0 , 0 , 0
44 , 1 , 241 , 0
45 , 0 , 0 , 0
46 , 333 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 3 , 0 , 0
52 , 3 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 1 , 250 , 0
57 , 0 , 0 , 0
58 , 225 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 2 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 142 , 0
69 , 0 , 0 , 0
70 , 96 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 1 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 92 , 0
81 , 0 , 0 , 0
82 , 32 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 45 , 0
93 , 0 , 0 , 0
94 , 13 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 2 , 0 , 0
2 , 0 , 0 , 0
3 , 3 , 0 , 0
4 , 8 , 0 , 0
5 , 2 , 0 , 949
6 , 9 , 0 , 0
7 , 0 , 0 , 0
8 , 4 , 65 , 0
9 , 0 , 0 , 0
10 , 34 , 0 , 0
11 , 1 , 0 , 0
12 , 0 , 0 , 0
13 , 0 , 0 , 0
14 , 1 , 0 , 0
15 , 11 , 0 , 0
16 , 4 , 0 , 0
17 , 0 , 0 , 156
18 , 5 , 0 , 0
19 , 0 , 0 , 0
20 , 0 , 209 , 0
21 , 0 , 0 , 0
22 , 193 , 0 , 0
23 , 3 , 0 , 0
24 , 0 , 0 , 0
25 , 2 , 0 , 0
26 , 0 , 0 , 0
27 , 34 , 0 , 0
28 , 2 , 0 , 0
29 , 0 , 0 , 38
30 , 15 , 0 , 0
31 , 0 , 0 , 0
32 , 2 , 287 , 0
33 , 0 , 0 , 0
34 , 256 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 0 , 0 , 0
38 , 0 , 0 , 0
39 , 15 , 0 , 0
40 , 5 , 0 , 0
41 , 0 , 0 , 0
42 , 2 , 0 , 0
43 , 0 , 0 , 0
44 , 1 , 234 , 0
45 , 0 , 0 , 0
46 , 331 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 3 , 0 , 0
52 , 3 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 1 , 247 , 0
57 , 0 , 0 , 0
58 , 230 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 2 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 139 , 0
69 , 0 , 0 , 0
70 , 97 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 1 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 91 , 0
81 , 0 , 0 , 0
82 , 32 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 43 , 0
93 , 0 , 0 , 0
94 , 13 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 0 , 0 , 0
2 , 0 , 0 , 0
3 , 1 , 0 , 0
4 , 8 , 0 , 0
5 , 2 , 0 , 934
6 , 8 , 0 , 0
7 , 0 , 0 , 0
8 , 3 , 64 , 0
9 , 0 , 0 , 0
10 , 32 , 0 , 0
11 , 1 , 0 , 0
12 , 0 , 0 , 0
13 , 0 , 0 , 0
14 , 1 , 0 , 0
15 , 12 , 0 , 0
16 , 3 , 0 , 0
17 , 0 , 0 , 152
18 , 4 , 0 , 0
19 , 0 , 0 , 0
20 , 0 , 199 , 0
21 , 0 , 0 , 0
22 , 184 , 0 , 0
23 , 3 , 0 , 0
24 , 0 , 0 , 0
25 , 2 , 0 , 0
26 , 0 , 0 , 0
27 , 33 , 0 , 0
28 , 2 , 0 , 0
29 , 0 , 0 , 38
30 , 15 , 0 , 0
31 , 0 , 0 , 0
32 , 2 , 284 , 0
33 , 0 , 0 , 0
34 , 253 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 0 , 0 , 0
38 , 0 , 0 , 0
39 , 15 , 0 , 0
40 , 7 , 0 , 0
41 , 0 , 0 , 0
42 , 1 , 0 , 0
43 , 0 , 0 , 0
44 , 0 , 229 , 0
45 , 0 , 0 , 0
46 , 332 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 3 , 0 , 0
52 , 3 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 1 , 245 , 0
57 , 0 , 0 , 0
58 , 225 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 2 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 131 , 0
69 , 0 , 0 , 0
70 , 96 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 1 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 94 , 0
81 , 0 , 0 , 0
82 , 32 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 42 , 0
93 , 0 , 0 , 0
94 , 13 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 3 , 0 , 0
2 , 0 , 0 , 0
3 , 2 , 0 , 0
4 , 9 , 0 , 0
5 , 2 , 0 , 933
6 , 6 , 0 , 0
7 , 0 , 0 , 0
8 , 4 , 65 , 0
9 , 0 , 0 , 0
10 , 32 , 0 , 0
11 , 1 , 0 , 0
12 , 0 , 0 , 0
13 , 0 , 0 , 0
14 , 1 , 0 , 0
15 , 10 , 0 , 0
16 , 3 , 0 , 0
17 , 1 , 0 , 153
18 , 5 , 0 , 0
19 , 0 , 0 , 0
20 , 1 , 201 , 0
21 , 0 , 0 , 0
22 , 179 , 0 , 0
23 , 3 , 0 , 0
24 , 0 , 0 , 0
25 , 2 , 0 , 0
26 , 1 , 0 , 0
27 , 33 , 0 , 0
28 , 2 , 0 , 0
29 , 0 , 0 , 41
30 , 15 , 0 , 0
31 , 0 , 0 , 0
32 , 2 , 283 , 0
33 , 0 , 0 , 0
34 , 247 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 0 , 0 , 0
38 , 0 , 0 , 0
39 , 16 , 0 , 0
40 , 8 , 0 , 0
41 , 0 , 0 , 1
42 , 1 , 0 , 0
43 , 0 , 0 , 0
44 , 0 , 229 , 0
45 , 0 , 0 , 0
46 , 332 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 3 , 0 , 0
52 , 3 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 1 , 241 , 0
57 , 0 , 0 , 0
58 , 225 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 2 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 133 , 0
69 , 0 , 0 , 0
70 , 98 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 1 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 93 , 0
81 , 0 , 0 , 0
82 , 33 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 41 , 0
93 , 0 , 0 , 0
94 , 13 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 2 , 0 , 0
2 , 0 , 0 , 0
3 , 2 , 0 , 0
4 , 9 , 0 , 0
5 , 3 , 0 , 917
6 , 6 , 0 , 0
7 , 0 , 0 , 0
8 , 4 , 71 , 0
9 , 0 , 0 , 0
10 , 34 , 0 , 0
11 , 1 , 0 , 0
12 , 0 , 0 , 0
13 , 1 , 0 , 0
14 , 1 , 0 , 0
15 , 11 , 0 , 0
16 , 3 , 0 , 0
17 , 1 , 0 , 162
18 , 4 , 0 , 0
19 , 0 , 0 , 0
20 , 1 , 192 , 0
21 , 0 , 0 , 0
22 , 172 , 0 , 0
23 , 3 , 0 , 0
24 , 0 , 0 , 0
25 , 1 , 0 , 0
26 , 1 , 0 , 0
27 , 33 , 0 , 0
28 , 3 , 0 , 0
29 , 0 , 0 , 44
30 , 15 , 0 , 0
31 , 0 , 0 , 0
32 , 2 , 283 , 0
33 , 0 , 0 , 0
34 , 248 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 0 , 0 , 0
38 , 0 , 0 , 0
39 , 17 , 0 , 0
40 , 8 , 0 , 0
41 , 0 , 0 , 1
42 , 1 , 0 , 0
43 , 0 , 0 , 0
44 , 0 , 227 , 0
45 , 0 , 0 , 0
46 , 329 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 3 , 0 , 0
52 , 3 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 1 , 235 , 0
57 , 0 , 0 , 0
58 , 230 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 2 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 137 , 0
69 , 0 , 0 , 0
70 , 97 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 1 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 97 , 0
81 , 0 , 0 , 0
82 , 32 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 43 , 0
93 , 0 , 0 , 0
94 , 14 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 1 , 0 , 0
2 , 0 , 0 , 0
3 , 2 , 0 , 0
4 , 12 , 0 , 0
5 , 3 , 0 , 907
6 , 6 , 0 , 0
7 , 0 , 0 , 0
8 , 5 , 71 , 0
9 , 0 , 0 , 0
10 , 29 , 0 , 0
11 , 1 , 0 , 0
12 , 0 , 0 , 0
13 , 3 , 0 , 0
14 , 0 , 0 , 0
15 , 11 , 0 , 0
16 , 1 , 0 , 0
17 , 1 , 0 , 157
18 , 5 , 0 , 0
19 , 0 , 0 , 0
20 , 1 , 192 , 0
21 , 0 , 0 , 0
22 , 171 , 0 , 0
23 , 3 , 0 , 0
24 , 0 , 0 , 0
25 , 1 , 0 , 0
26 , 1 , 0 , 0
27 , 31 , 0 , 0
28 , 3 , 0 , 0
29 , 0 , 0 , 47
30 , 15 , 0 , 0
31 , 0 , 0 , 0
32 , 2 , 280 , 0
33 , 0 , 0 , 0
34 , 244 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 0 , 0 , 0
38 , 0 , 0 , 0
39 , 16 , 0 , 0
40 , 9 , 0 , 0
41 , 0 , 0 , 2
42 , 1 , 0 , 0
43 , 0 , 0 , 0
44 , 0 , 225 , 0
45 , 0 , 0 , 0
46 , 324 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 3 , 0 , 0
52 , 3 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 1 , 233 , 0
57 , 0 , 0 , 0
58 , 231 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 3 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 135 , 0
69 , 0 , 0 , 0
70 , 98 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 1 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 97 , 0
81 , 0 , 0 , 0
82 , 33 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 42 , 0
93 , 0 , 0 , 0
94 , 14 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 2 , 0 , 0
2 , 0 , 0 , 0
3 , 2 , 0 , 0
4 , 13 , 0 , 0
5 , 2 , 0 , 900
6 , 6 , 0 , 0
7 , 0 , 0 , 0
8 , 5 , 74 , 0
9 , 0 , 0 , 0
10 , 30 , 0 , 0
11 , 2 , 0 , 0
12 , 0 , 0 , 0
13 , 5 , 0 , 0
14 , 0 , 0 , 0
15 , 9 , 0 , 0
16 , 1 , 0 , 0
17 , 1 , 0 , 166
18 , 5 , 0 , 0
19 , 0 , 0 , 0
20 , 1 , 195 , 0
21 , 0 , 0 , 0
22 , 171 , 0 , 0
23 , 2 , 0 , 0
24 , 0 , 0 , 0
25 , 1 , 0 , 0
26 , 1 , 0 , 0
27 , 31 , 0 , 0
28 , 3 , 0 , 0
29 , 1 , 0 , 48
30 , 15 , 0 , 0
31 , 0 , 0 , 0
32 , 2 , 273 , 0
33 , 0 , 0 , 0
34 , 245 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 0 , 0 , 0
38 , 0 , 0 , 0
39 , 18 , 0 , 0
40 , 9 , 0 , 0
41 , 0 , 0 , 2
42 , 1 , 0 , 0
43 , 0 , 0 , 0
44 , 0 , 228 , 0
45 , 0 , 0 , 0
46 , 322 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 3 , 0 , 0
52 , 3 , 0 , 0
53 , 0 , 0 , 0
54 , 0 , 0 , 0
55 , 0 , 0 , 0
56 , 1 , 232 , 0
57 , 0 , 0 , 0
58 , 232 , 0 , 0
59 , 0 , 0 , 0
60 , 0 , 0 , 0
61 , 0 , 0 , 0
62 , 0 , 0 , 0
63 , 2 , 0 , 0
64 , 0 , 0 , 0
65 , 0 , 0 , 0
66 , 0 , 0 , 0
67 , 0 , 0 , 0
68 , 0 , 138 , 0
69 , 0 , 0 , 0
70 , 99 , 0 , 0
71 , 0 , 0 , 0
72 , 0 , 0 , 0
73 , 0 , 0 , 0
74 , 0 , 0 , 0
75 , 1 , 0 , 0
76 , 0 , 0 , 0
77 , 0 , 0 , 0
78 , 0 , 0 , 0
79 , 0 , 0 , 0
80 , 0 , 97 , 0
81 , 0 , 0 , 0
82 , 32 , 0 , 0
83 , 0 , 0 , 0
84 , 0 , 0 , 0
85 , 0 , 0 , 0
86 , 0 , 0 , 0
87 , 0 , 0 , 0
88 , 0 , 0 , 0
89 , 0 , 0 , 0
90 , 0 , 0 , 0
91 , 0 , 0 , 0
92 , 0 , 41 , 0
93 , 0 , 0 , 0
94 , 15 , 0 , 0
95 , 0 , 0 , 0
96 , 0 , 0 , 0
97 , 0 , 0 , 0
98 , 0 , 0 , 0
99 , 0 , 0 , 0

Trait Value, Energy, Longevity, FoodCurrent Food: 5
0 , 0 , 0 , 0
1 , 3 , 0 , 0
2 , 0 , 0 , 0
3 , 3 , 0 , 0
4 , 12 , 0 , 0
5 , 2 , 0 , 890
6 , 7 , 0 , 0
7 , 0 , 0 , 0
8 , 5 , 73 , 0
9 , 0 , 0 , 0
10 , 30 , 0 , 0
11 , 2 , 0 , 0
12 , 0 , 0 , 0
13 , 5 , 0 , 0
14 , 0 , 0 , 0
15 , 9 , 0 , 0
16 , 1 , 0 , 0
17 , 1 , 0 , 171
18 , 5 , 0 , 0
19 , 0 , 0 , 0
20 , 1 , 193 , 0
21 , 0 , 0 , 0
22 , 178 , 0 , 0
23 , 2 , 0 , 0
24 , 0 , 0 , 0
25 , 0 , 0 , 0
26 , 1 , 0 , 0
27 , 29 , 0 , 0
28 , 2 , 0 , 0
29 , 1 , 0 , 47
30 , 12 , 0 , 0
31 , 0 , 0 , 0
32 , 3 , 270 , 0
33 , 0 , 0 , 0
34 , 245 , 0 , 0
35 , 0 , 0 , 0
36 , 0 , 0 , 0
37 , 0 , 0 , 0
38 , 0 , 0 , 0
39 , 19 , 0 , 0
40 , 9 , 0 , 0
41 , 0 , 0 , 2
42 , 1 , 0 , 0
43 , 0 , 0 , 0
44 , 0 , 228 , 0
45 , 0 , 0 , 0
46 , 313 , 0 , 0
47 , 0 , 0 , 0
48 , 0 , 0 , 0
49 , 0 , 0 , 0
50 , 0 , 0 , 0
51 , 3 , 0 , 0
52 , 3 , 0 , 0
